Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Jl.D'])[1]/following::button[1]"")",Chrome 72.0.3626.121,,2019-03-20 15:07:25,2019-03-20 15:07:25,0.161s,PASSED
"takeScreenshot(""C:\Program Files\Katalon\screenshoot\FinishUpdate.jpg"")",Chrome 72.0.3626.121,,2019-03-20 15:07:25,2019-03-20 15:07:26,0.357s,PASSED
,,,,,,
Test Cases/delete,Chrome 72.0.3626.121,,2019-03-20 15:07:26,2019-03-20 15:07:30,4.685s,PASSED
"openBrowser(""http://localhost/sekolah/siswa.html"")",Chrome 72.0.3626.121,,2019-03-20 15:07:26,2019-03-20 15:07:29,3.357s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-20 15:07:29,2019-03-20 15:07:29,0.001s,PASSED
"baseUrl = ""http://localhost/sekolah/siswa.html""",Chrome 72.0.3626.121,,2019-03-20 15:07:29,2019-03-20 15:07:29,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 72.0.3626.121,,2019-03-20 15:07:29,2019-03-20 15:07:29,0.027s,PASSED
"selenium.open(""http://localhost/sekolah/siswa.html"")",Chrome 72.0.3626.121,,2019-03-20 15:07:29,2019-03-20 15:07:29,0.088s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Edit'])[2]/following::a[1]"")",Chrome 72.0.3626.121,,2019-03-20 15:07:29,2019-03-20 15:07:30,0.166s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Edit'])[3]/following::a[1]"")",Chrome 72.0.3626.121,,2019-03-20 15:07:30,2019-03-20 15:07:30,0.161s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Edit'])[4]/following::a[1]"")",Chrome 72.0.3626.121,,2019-03-20 15:07:30,2019-03-20 15:07:30,0.230s,PASSED
"takeScreenshot(""C:\Program Files\Katalon\screenshoot\FinishDelete.jpg"")",Chrome 72.0.3626.121,,2019-03-20 15:07:30,2019-03-20 15:07:30,0.336s,PASSED
